Date,Time,Open,High,Low,Close,Volume
2024-01-03,02:20,4068.72,4070.40,4065.43,4067.55,1142
2024-01-03,02:25,4068.47,4070.96,4065.85,4066.47,1143
2024-01-03,02:30,4068.16,4069.64,4064.94,4067.18,1144
2024-01-03,02:35,4067.81,4070.18,4065.54,4068.74,1145
2024-01-03,02:40,4067.41,4071.90,4066.74,4069.40,1146
2024-01-03,02:45,4066.97,4069.91,4064.89,4068.19,1147
2024-01-03,02:50,4066.49,4067.67,4063.44,4065.82,1148
2024-01-03,02:55,4065.98,4068.43,4063.08,4064.03,1149
2024-01-03,03:00,4065.42,4067.35,4062.10,4063.99,1150
2024-01-03,03:05,4064.84,4066.15,4062.38,4065.24,1151
2024-01-03,03:10,4064.22,4068.45,4063.00,4066.09,1152
2024-01-03,03:15,4063.58,4067.30,4061.89,4065.19,1153
2024-01-03,03:20,4062.91,4063.53,4060.29,4062.78,1154
2024-01-03,03:25,4062.21,4064.46,4058.99,4060.47,1155
2024-01-03,03:30,4061.50,4063.76,4058.29,4059.74,1156
2024-01-03,03:35,4060.77,4061.43,4058.12,4060.61,1157
2024-01-03,03:40,4060.03,4063.71,4058.32,4061.62,1158
2024-01-03,03:45,4059.27,4063.53,4058.09,4061.15,1159
2024-01-03,03:50,4058.51,4059.89,4056.06,4058.95,1160
2024-01-03,03:55,4057.74,4059.65,4054.42,4056.34,1161
2024-01-03,04:00,4056.98,4059.43,4054.11,4055.02,1162
2024-01-03,04:05,4056.21,4057.42,4053.13,4055.50,1163
2024-01-03,04:10,4055.45,4058.33,4053.34,4056.64,1164
2024-01-03,04:15,4054.69,4059.18,4054.06,4056.69,1165
2024-01-03,04:20,4053.95,4056.38,4051.70,4054.91,1166
2024-01-03,04:25,4053.22,4054.67,4050.01,4052.26,1167
2024-01-03,04:30,4052.50,4054.99,4049.86,4050.51,1168
2024-01-03,04:35,4051.80,4053.51,4048.50,4050.60,1169
2024-01-03,04:40,4051.13,4053.02,4048.75,4051.82,1170
2024-01-03,04:45,4050.48,4054.88,4049.55,4052.43,1171
2024-01-03,04:50,4049.85,4053.19,4047.94,4051.27,1172
2024-01-03,04:55,4049.26,4050.18,4046.38,4048.84,1173
2024-01-03,05:00,4048.69,4051.07,4045.62,4046.82,1174
2024-01-03,05:05,4048.16,4050.26,4044.86,4046.56,1175
2024-01-03,05:10,4047.67,4048.45,4045.17,4047.81,1176
2024-01-03,05:15,4047.21,4051.22,4045.75,4048.96,1177
2024-01-03,05:20,4046.79,4050.80,4045.33,4048.55,1178
2024-01-03,05:25,4046.41,4047.20,4043.92,4046.55,1179
2024-01-03,05:30,4046.08,4048.18,4042.78,4044.47,1180
2024-01-03,05:35,4045.78,4048.16,4042.71,4043.91,1181
2024-01-03,05:40,4045.54,4046.46,4042.66,4045.12,1182
2024-01-03,05:45,4045.34,4048.67,4043.42,4046.75,1183
2024-01-03,05:50,4045.18,4049.59,4044.25,4047.13,1184
2024-01-03,05:55,4045.07,4046.96,4042.69,4045.76,1185
2024-01-03,06:00,4045.01,4046.71,4041.71,4043.81,1186
2024-01-03,06:05,4045.00,4047.49,4042.35,4043.00,1187
2024-01-03,06:10,4045.03,4046.48,4041.82,4044.08,1188
2024-01-03,06:15,4045.11,4047.54,4042.86,4046.08,1189
2024-01-03,06:20,4045.24,4049.73,4044.61,4047.24,1190
2024-01-03,06:25,4045.42,4048.30,4043.31,4046.61,1191
2024-01-03,06:30,4045.64,4046.85,4042.56,4044.93,1192
2024-01-03,06:35,4045.91,4048.36,4043.04,4043.95,1193
2024-01-03,06:40,4046.22,4048.12,4042.89,4044.81,1194
2024-01-03,06:45,4046.57,4047.95,4044.12,4047.01,1195
2024-01-03,06:50,4046.97,4051.23,4045.78,4048.85,1196
2024-01-03,06:55,4047.41,4051.09,4045.70,4049.00,1197
2024-01-03,07:00,4047.88,4048.54,4045.23,4047.72,1198
2024-01-03,07:05,4048.40,4050.66,4045.19,4046.63,1199
2024-01-03,07:10,4048.95,4051.19,4045.73,4047.20,1200
2024-01-03,07:15,4049.53,4050.15,4046.91,4049.41,1201
2024-01-03,07:20,4050.14,4053.87,4048.46,4051.75,1202
2024-01-03,07:25,4050.78,4055.02,4049.57,4052.65,1203
2024-01-03,07:30,4051.45,4052.76,4048.99,4051.86,1204
2024-01-03,07:35,4052.14,4054.07,4048.81,4050.71,1205
2024-01-03,07:40,4052.86,4055.30,4049.96,4050.91,1206
2024-01-03,07:45,4053.59,4054.76,4050.53,4052.91,1207
2024-01-03,07:50,4054.33,4057.27,4052.25,4055.55,1208
2024-01-03,07:55,4055.09,4059.58,4054.42,4057.09,1209
2024-01-03,08:00,4055.86,4058.23,4053.59,4056.80,1210
2024-01-03,08:05,4056.64,4058.12,4053.41,4055.66,1211
2024-01-03,08:10,4057.42,4059.91,4054.81,4055.42,1212
2024-01-03,08:15,4058.20,4059.87,4054.91,4057.02,1213
2024-01-03,08:20,4058.98,4060.93,4056.61,4059.70,1214
2024-01-03,08:25,4059.75,4064.17,4058.86,4061.71,1215
2024-01-03,08:30,4060.52,4063.80,4058.58,4061.91,1216
2024-01-03,08:35,4061.27,4062.23,4058.37,4060.81,1217
2024-01-03,08:40,4062.01,4064.40,4058.96,4060.13,1218
2024-01-03,08:45,4062.73,4064.81,4059.43,4061.15,1219
2024-01-03,08:50,4063.44,4064.29,4060.94,4063.61,1220
2024-01-03,08:55,4064.11,4068.16,4062.69,4065.89,1221
2024-01-03,09:00,4064.77,4068.74,4063.28,4066.51,1222
2024-01-03,09:05,4065.39,4066.11,4062.90,4065.50,1223
2024-01-03,09:10,4065.99,4068.11,4062.70,4064.36,1224
2024-01-03,09:15,4066.55,4068.91,4063.45,4064.69,1225
2024-01-03,09:20,4067.07,4067.96,4064.22,4066.68,1226
2024-01-03,09:25,4067.56,4070.94,4065.67,4069.00,1227
2024-01-03,09:30,4068.00,4072.39,4067.04,4069.95,1228
2024-01-03,09:35,4068.40,4070.22,4066.02,4069.06,1229
2024-01-03,09:40,4068.76,4070.49,4065.45,4067.53,1230
2024-01-03,09:45,4069.07,4071.56,4066.39,4067.08,1231
2024-01-03,09:50,4069.33,4070.75,4066.14,4068.41,1232
2024-01-03,09:55,4069.55,4072.04,4067.31,4070.54,1233
2024-01-03,10:00,4069.71,4074.20,4069.11,4071.71,1234
2024-01-03,10:05,4069.82,4072.64,4067.69,4070.98,1235
2024-01-03,10:10,4069.88,4071.12,4066.78,4069.13,1236
2024-01-03,10:15,4069.88,4072.34,4067.04,4067.91,1237
2024-01-03,10:20,4069.83,4071.70,4066.50,4068.45,1238
2024-01-03,10:25,4069.72,4071.16,4067.27,4070.19,1239
2024-01-03,10:30,4069.55,4073.84,4068.40,4071.45,1240
2024-01-03,10:35,4069.34,4072.98,4067.60,4070.91,1241
2024-01-03,10:40,4069.06,4069.76,4066.38,4068.87,1242
2024-01-03,10:45,4068.73,4071.01,4065.54,4066.95,1243
2024-01-03,10:50,4068.35,4070.58,4065.11,4066.62,1244
2024-01-03,10:55,4067.91,4068.50,4065.32,4067.82,1245
2024-01-03,11:00,4067.42,4071.18,4065.76,4069.05,1246
2024-01-03,11:05,4066.87,4071.08,4065.62,4068.72,1247
2024-01-03,11:10,4066.27,4067.51,4063.81,4066.64,1248
2024-01-03,11:15,4065.63,4067.58,4062.30,4064.17,1249
2024-01-03,11:20,4064.93,4067.37,4062.01,4062.99,1250
2024-01-03,11:25,4064.19,4065.33,4061.15,4063.54,1251
2024-01-03,11:30,4063.40,4066.39,4061.33,4064.64,1252
2024-01-03,11:35,4062.56,4067.04,4061.86,4064.55,1253
2024-01-03,11:40,4061.69,4064.00,4059.40,4062.59,1254
2024-01-03,11:45,4060.77,4062.29,4057.54,4059.76,1255
2024-01-03,11:50,4059.82,4062.32,4057.24,4057.82,1256
2024-01-03,11:55,4058.84,4060.48,4055.55,4057.69,1257
2024-01-03,12:00,4057.82,4059.83,4055.47,4058.58,1258
2024-01-03,12:05,4056.77,4061.20,4055.91,4058.73,1259
2024-01-03,12:10,4055.69,4058.92,4053.73,4057.06,1260
2024-01-03,12:15,4054.59,4055.58,4051.66,4054.10,1261
2024-01-03,12:20,4053.47,4055.87,4050.44,4051.57,1262
2024-01-03,12:25,4052.33,4054.39,4049.02,4050.77,1263
2024-01-03,12:30,4051.17,4052.10,4048.69,4051.39,1264
2024-01-03,12:35,4050.01,4054.08,4048.61,4051.79,1265
2024-01-03,12:40,4048.83,4052.77,4047.31,4050.55,1266
2024-01-03,12:45,4047.64,4048.28,4045.14,4047.71,1267
2024-01-03,12:50,4046.46,4048.60,4043.17,4044.81,1268
2024-01-03,12:55,4045.27,4047.61,4042.15,4043.42,1269
2024-01-03,13:00,4044.08,4044.93,4041.26,4043.73,1270
2024-01-03,13:05,4042.90,4046.33,4041.04,4044.37,1271
2024-01-03,13:10,4041.73,4046.10,4040.73,4043.67,1272
2024-01-03,13:15,4040.57,4042.32,4038.17,4041.20,1273
2024-01-03,13:20,4039.43,4041.19,4036.11,4038.17,1274
2024-01-03,13:25,4038.30,4040.79,4035.59,4036.31,1275
2024-01-03,13:30,4037.19,4038.58,4034.01,4036.31,1276
2024-01-03,13:35,4036.11,4038.67,4033.89,4037.14,1277
2024-01-03,13:40,4035.05,4039.55,4034.49,4037.05,1278
2024-01-03,13:45,4034.02,4036.79,4031.87,4035.15,1279
2024-01-03,13:50,4033.02,4034.30,4029.90,4032.25,1280
2024-01-03,13:55,4032.06,4034.53,4029.24,4030.09,1281
2024-01-03,14:00,4031.12,4032.98,4027.80,4029.77,1282
2024-01-03,14:05,4030.23,4031.75,4027.80,4030.74,1283
2024-01-03,14:10,4029.37,4033.68,4028.26,4031.28,1284
2024-01-03,14:15,4028.56,4032.16,4026.79,4030.11,1285
2024-01-03,14:20,4027.79,4028.52,4025.07,4027.56,1286
2024-01-03,14:25,4027.06,4029.35,4023.88,4025.26,1287
2024-01-03,14:30,4026.37,4028.59,4023.13,4024.66,1288
2024-01-03,14:35,4025.74,4026.29,4023.18,4025.68,1289
2024-01-03,14:40,4025.15,4028.95,4023.52,4026.80,1290
2024-01-03,14:45,4024.60,4028.78,4023.32,4026.44,1291
2024-01-03,14:50,4024.11,4025.28,4021.64,4024.44,1292
2024-01-03,14:55,4023.66,4025.64,4020.34,4022.19,1293
2024-01-03,15:00,4023.27,4025.70,4020.32,4021.34,1294
2024-01-03,15:05,4022.92,4024.03,4019.91,4022.31,1295
2024-01-03,15:10,4022.62,4025.67,4020.58,4023.90,1296
2024-01-03,15:15,4022.37,4026.85,4021.64,4024.36,1297
2024-01-03,15:20,4022.17,4024.42,4019.87,4023.05,1298
2024-01-03,15:25,4022.02,4023.56,4018.77,4020.98,1299
2024-01-03,15:30,4021.91,4024.41,4019.37,4019.91,1300
2024-01-03,15:35,4021.85,4023.47,4018.58,4020.74,1301
2024-01-03,15:40,4021.84,4023.92,4019.50,4022.63,1302
2024-01-03,15:45,4021.87,4026.31,4021.04,4023.84,1303
2024-01-03,15:50,4021.94,4025.12,4019.95,4023.28,1304
2024-01-03,15:55,4022.05,4023.07,4019.09,4021.52,1305
2024-01-03,16:00,4022.20,4024.60,4019.19,4020.29,1306
2024-01-03,16:05,4022.38,4024.42,4019.07,4020.85,1307
2024-01-03,16:10,4022.60,4023.60,4020.12,4022.85,1308
2024-01-03,16:15,4022.85,4026.96,4021.49,4024.66,1309
2024-01-03,16:20,4023.14,4027.04,4021.59,4024.84,1310
2024-01-03,16:25,4023.45,4024.02,4020.95,4023.48,1311
2024-01-03,16:30,4023.78,4025.95,4020.51,4022.12,1312
2024-01-03,16:35,4024.14,4026.47,4021.01,4022.31,1313
2024-01-03,16:40,4024.52,4025.34,4021.73,4024.20,1314
2024-01-03,16:45,4024.91,4028.40,4023.08,4026.40,1315
2024-01-03,16:50,4025.32,4029.68,4024.29,4027.25,1316
2024-01-03,16:55,4025.74,4027.43,4023.33,4026.34,1317
2024-01-03,17:00,4026.17,4027.96,4022.86,4024.89,1318
2024-01-03,17:05,4026.61,4029.09,4023.87,4024.63,1319
2024-01-03,17:10,4027.05,4028.40,4023.88,4026.19,1320
2024-01-03,17:15,4027.48,4030.10,4025.29,4028.54,1321
2024-01-03,17:20,4027.92,4032.42,4027.39,4029.92,1322
2024-01-03,17:25,4028.34,4031.05,4026.17,4029.44,1323
2024-01-03,17:30,4028.76,4030.07,4025.62,4027.95,1324
2024-01-03,17:35,4029.16,4031.64,4026.38,4027.19,1325
2024-01-03,17:40,4029.55,4031.38,4026.23,4028.22,1326
2024-01-03,17:45,4029.92,4031.51,4027.50,4030.46,1327
2024-01-03,17:50,4030.27,4034.60,4029.19,4032.18,1328
2024-01-03,17:55,4030.60,4034.15,4028.80,4032.12,1329
2024-01-03,18:00,4030.90,4031.66,4028.15,4030.63,1330
2024-01-03,18:05,4031.16,4033.48,4028.01,4029.35,1331
2024-01-03,18:10,4031.40,4033.59,4028.14,4029.71,1332
2024-01-03,18:15,4031.61,4032.12,4029.09,4031.59,1333
2024-01-03,18:20,4031.77,4035.62,4030.18,4033.45,1334
2024-01-03,18:25,4031.90,4036.05,4030.59,4033.73,1335
2024-01-03,18:30,4031.99,4033.09,4029.51,4032.29,1336
2024-01-03,18:35,4032.03,4034.04,4028.71,4030.53,1337
2024-01-03,18:40,4032.04,4034.46,4029.06,4030.11,1338
2024-01-03,18:45,4031.99,4033.07,4029.00,4031.41,1339
2024-01-03,18:50,4031.90,4035.00,4029.88,4033.20,1340
2024-01-03,18:55,4031.76,4036.22,4030.98,4033.74,1341
2024-01-03,19:00,4031.57,4033.75,4029.25,4032.41,1342
2024-01-03,19:05,4031.33,4032.90,4028.06,4030.25,1343
2024-01-03,19:10,4031.03,4033.53,4028.52,4029.03,1344
2024-01-03,19:15,4030.69,4032.28,4027.42,4029.60,1345
2024-01-03,19:20,4030.29,4032.44,4027.97,4031.11,1346
2024-01-03,19:25,4029.84,4034.30,4029.05,4031.82,1347
2024-01-03,19:30,4029.34,4032.46,4027.33,4030.65,1348
2024-01-03,19:35,4028.78,4029.84,4025.80,4028.22,1349
2024-01-03,19:40,4028.17,4030.59,4025.19,4026.25,1350
2024-01-03,19:45,4027.51,4029.52,4024.19,4026.00,1351
2024-01-03,19:50,4026.80,4027.86,4024.32,4027.08,1352
2024-01-03,19:55,4026.04,4030.17,4024.70,4027.85,1353
2024-01-03,20:00,4025.22,4029.09,4023.64,4026.91,1354
2024-01-03,20:05,4024.36,4024.86,4021.86,4024.36,1355
2024-01-03,20:10,4023.45,4025.64,4020.19,4021.77,1356
2024-01-03,20:15,4022.50,4024.82,4019.35,4020.68,1357
2024-01-03,20:20,4021.50,4022.28,4018.74,4021.22,1358
2024-01-03,20:25,4020.46,4023.99,4018.65,4021.97,1359
2024-01-03,20:30,4019.38,4023.72,4018.31,4021.30,1360
2024-01-03,20:35,4018.26,4019.88,4015.84,4018.82,1361
2024-01-03,20:40,4017.11,4018.92,4013.78,4015.79,1362
2024-01-03,20:45,4015.92,4018.39,4013.15,4013.94,1363
2024-01-03,20:50,4014.70,4016.02,4011.55,4013.87,1364
2024-01-03,20:55,4013.45,4016.12,4011.27,4014.53,1365
2024-01-03,21:00,4012.17,4016.67,4011.66,4014.17,1366
2024-01-03,21:05,4010.87,4013.52,4008.68,4011.94,1367
2024-01-03,21:10,4009.55,4010.89,4006.40,4008.71,1368
2024-01-03,21:15,4008.21,4010.70,4005.46,4006.23,1369
2024-01-03,21:20,4006.86,4008.66,4003.54,4005.56,1370
2024-01-03,21:25,4005.50,4007.15,4003.08,4006.07,1371
2024-01-03,21:30,4004.12,4008.47,4003.07,4006.05,1372
2024-01-03,21:35,4002.74,4006.25,4000.92,4004.25,1373
2024-01-03,21:40,4001.36,4002.16,3998.59,4001.06,1374
2024-01-03,21:45,3999.98,4002.31,3996.84,3998.16,1375
2024-01-03,21:50,3998.60,4000.78,3995.33,3996.93,1376
2024-01-03,21:55,3997.23,3997.77,3994.73,3997.25,1377
2024-01-03,22:00,3995.87,3999.75,3994.30,3997.56,1378
2024-01-03,22:05,3994.52,3998.64,3993.17,3996.33,1379
2024-01-03,22:10,3993.19,3994.22,3990.70,3993.45,1380
2024-01-03,22:15,3991.87,3993.90,3988.55,3990.35,1381
2024-01-03,22:20,3990.58,3992.99,3987.58,3988.66,1382
2024-01-03,22:25,3989.31,3990.35,3986.34,3988.77,1383
2024-01-03,22:30,3988.06,3991.22,3986.07,3989.39,1384
2024-01-03,22:35,3986.85,3991.30,3986.04,3988.83,1385
2024-01-03,22:40,3985.67,3987.78,3983.34,3986.48,1386
2024-01-03,22:45,3984.52,3986.12,3981.25,3983.42,1387
2024-01-03,22:50,3983.41,3985.91,3980.88,3981.41,1388
2024-01-03,22:55,3982.34,3983.90,3979.08,3981.28,1389
2024-01-03,23:00,3981.31,3983.52,3979.00,3982.16,1390
2024-01-03,23:05,3980.32,3984.79,3979.56,3982.30,1391
2024-01-03,23:10,3979.37,3982.45,3977.34,3980.66,1392
2024-01-03,23:15,3978.48,3979.57,3975.47,3977.88,1393
2024-01-03,23:20,3977.62,3980.05,3974.66,3975.70,1394
2024-01-03,23:25,3976.82,3978.81,3973.50,3975.33,1395
2024-01-03,23:30,3976.07,3977.20,3973.60,3976.39,1396
2024-01-03,23:35,3975.37,3979.53,3974.07,3977.20,1397
2024-01-03,23:40,3974.72,3978.55,3973.11,3976.38,1398
2024-01-03,23:45,3974.12,3974.66,3971.58,3974.08,1399
2024-01-03,23:50,3973.57,3975.78,3970.32,3971.87,1400
2024-01-03,23:55,3973.08,3975.38,3969.91,3971.28,1401
2024-01-04,00:00,3972.64,3973.39,3969.91,3972.39,1402
2024-01-04,00:05,3972.25,3975.83,3970.47,3973.79,1403
2024-01-04,00:10,3971.92,3976.23,3970.82,3973.82,1404
2024-01-04,00:15,3971.63,3973.18,3969.20,3972.16,1405
2024-01-04,00:20,3971.40,3973.24,3968.08,3970.06,1406
2024-01-04,00:25,3971.22,3973.69,3968.42,3969.24,1407
2024-01-04,00:30,3971.08,3972.38,3967.96,3970.29,1408
2024-01-04,00:35,3971.00,3973.73,3968.84,3972.12,1409
